844,"2019-12-01 00:13:23.5500","2019-12-01 00:27:27.8390",453,"W 22 St & 8 Ave",40.74475148,-73.99915362,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,16397,"Customer",1998,1
147,"2019-12-01 00:13:29.7070","2019-12-01 00:15:56.8980",3373,"3 St & 3 Ave",40.6750705,-73.98775226,3368,"5 Ave & 3 St",40.6728155,-73.98352355,28714,"Subscriber",1961,2
467,"2019-12-01 00:13:39.1100","2019-12-01 00:21:26.5570",402,"Broadway & E 22 St",40.7403432,-73.98955109,509,"9 Ave & W 22 St",40.7454973,-74.00197139,38555,"Subscriber",1987,2
1995,"2019-12-01 00:13:44.1010","2019-12-01 00:46:59.7380",533,"Broadway & W 38 St",40.75299641,-73.98721619,3499,"2 Ave & E 122 St",40.8006721,-73.9349,40335,"Subscriber",1996,2
605,"2019-12-01 00:13:55.3720","2019-12-01 00:24:01.3400",3175,"W 70 St & Amsterdam Ave",40.77748046,-73.98288594,533,"Broadway & W 38 St",40.75299641,-73.98721619,33867,"Subscriber",1984,1
55542,"2019-12-01 00:13:55.4760","2019-12-01 15:39:38.2420",268,"Howard St & Centre St",40.71910537,-73.99973337,293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,38380,"Subscriber",1993,1
134,"2019-12-01 00:14:02.4630","2019-12-01 00:16:17.2720",120,"Lexington Ave & Classon Ave",40.68676793,-73.95928168,344,"Monroe St & Bedford Ave",40.6851443,-73.95380904,28099,"Subscriber",1989,0
572,"2019-12-01 00:14:02.7980","2019-12-01 00:23:35.3130",3562,"Classon Ave & St Marks Ave",40.6765198,-73.9596082,372,"Franklin Ave & Myrtle Ave",40.694546087246025,-73.95801365375519,21369,"Subscriber",1977,1
431,"2019-12-01 00:14:16.8630","2019-12-01 00:21:27.9070",3333,"Columbia St & Lorraine St",40.6747055,-74.0075572,3333,"Columbia St & Lorraine St",40.6747055,-74.0075572,28932,"Subscriber",2001,1
176,"2019-12-01 00:14:35.9530","2019-12-01 00:17:32.7950",393,"E 5 St & Avenue C",40.72299208,-73.97995466,339,"Avenue D & E 12 St",40.72580614,-73.97422494,41356,"Subscriber",1999,1
641,"2019-12-01 00:14:43.1600","2019-12-01 00:25:25.0060",2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,3164,"Columbus Ave & W 72 St",40.7770575,-73.97898475,40934,"Subscriber",1979,1
536,"2019-12-01 00:14:47.1880","2019-12-01 00:23:43.6200",478,"11 Ave & W 41 St",40.76030096,-73.99884222,519,"Pershing Square North",40.751873,-73.977706,39106,"Subscriber",1977,1
303,"2019-12-01 00:15:27.9230","2019-12-01 00:20:31.7580",284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,483,"E 12 St & 3 Ave",40.73223272,-73.98889957,30105,"Subscriber",1988,1
1004,"2019-12-01 00:15:28.4120","2019-12-01 00:32:12.6590",453,"W 22 St & 8 Ave",40.74475148,-73.99915362,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,21160,"Customer",1969,0
